# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/jkissinger/lab5/tagdirs/Sox2
#
# total peaks = 2236
# peak size = 75
# peaks found using tags on both strands
# minimum distance between peaks = 150
# fragment length = 74
# genome size = 2000000000
# Total tags = 1717745.0
# Total tags in peaks = 47099.0
# Approximate IP efficiency = 2.74%
# tags per bp = 0.000826
# expected tags per peak = 0.062
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 5.834966e-07
# FDR tag threshold = 4.0
# number of putative peaks = 101193
#
# input tag directory = /home/jkissinger/lab5/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 93712
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 5245
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /home/jkissinger/lab5/tagdirs/Sox2 -i /home/jkissinger/lab5/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
17-433	17	54707969	54708043	+	139.7	0.547	24.000000	25.0	2.0	12.53	3.02e-19	16.04	6.08e-21	0.91
17-641	17	56866274	56866348	+	139.7	0.784	20.000000	24.0	6.0	4.01	2.39e-08	6.13	6.38e-12	1.05
17-436	17	66339777	66339851	+	139.7	0.660	24.000000	24.0	1.0	24.05	5.65e-25	9.11	6.13e-15	0.87
17-577	17	79189229	79189303	+	139.7	0.775	21.000000	24.0	1.0	24.05	5.65e-25	13.51	2.84e-19	1.00
17-479	17	80463045	80463119	+	139.7	0.732	23.000000	24.0	3.0	8.02	2.46e-14	9.99	2.22e-16	0.95
17-484	17	83664863	83664937	+	139.7	0.868	23.000000	24.0	2.0	12.02	3.80e-18	5.75	2.30e-11	0.87
17-656	17	83743027	83743101	+	139.7	0.696	20.000000	24.0	4.0	6.01	9.48e-12	6.66	3.42e-12	1.07
17-531	17	85101958	85102032	+	139.7	0.660	22.000000	24.0	4.0	6.01	9.48e-12	8.49	7.25e-15	0.91
17-486	17	86616402	86616476	+	139.7	0.756	23.000000	24.0	1.0	24.05	5.65e-25	10.61	2.63e-16	0.91
17-534	17	91566743	91566817	+	139.7	0.846	22.000000	24.0	2.0	12.02	3.80e-18	17.59	5.26e-21	0.91
17-489	17	94269871	94269945	+	139.7	0.574	23.000000	24.0	3.0	8.02	2.46e-14	13.23	2.44e-18	0.96
17-594	17	9854668	9854742	+	133.9	0.784	20.000000	23.0	3.0	7.68	1.99e-13	14.85	2.07e-19	1.01
17-497	17	21801556	21801630	+	133.9	0.889	22.000000	23.0	4.0	5.76	5.74e-11	38.53	1.50e-28	0.87
17-603	17	22520015	22520089	+	133.9	0.583	20.000000	23.0	4.0	5.76	5.74e-11	10.68	2.27e-16	0.96
17-499	17	23795015	23795089	+	133.9	0.730	22.000000	23.0	4.0	5.76	5.74e-11	9.51	2.53e-15	0.91
17-678	17	25886570	25886644	+	133.9	0.742	19.000000	23.0	3.0	7.68	1.99e-13	12.42	9.35e-18	1.01
17-683	17	29327004	29327078	+	133.9	0.771	19.000000	23.0	3.0	7.68	1.99e-13	8.34	3.77e-14	1.01
17-504	17	29645896	29645970	+	133.9	0.895	22.000000	24.0	0.5	48.10	5.55e-32	12.17	1.43e-17	0.91
17-620	17	32741373	32741447	+	133.9	0.571	20.000000	24.0	2.0	12.02	3.80e-18	10.68	2.27e-16	1.01
17-623	17	34135372	34135446	+	133.9	0.756	20.000000	23.0	5.0	4.61	3.77e-09	9.69	1.71e-15	1.01
17-507	17	35027642	35027716	+	133.9	0.608	22.000000	23.0	4.0	5.76	5.74e-11	10.99	1.25e-16	0.91
17-512	17	36903717	36903791	+	133.9	0.675	22.000000	23.0	2.0	11.52	4.59e-17	13.00	1.89e-17	0.88
17-697	17	37023107	37023181	+	133.9	0.659	19.000000	23.0	0.5	46.09	2.67e-30	5.63	9.07e-11	1.01
17-629	17	39920060	39920134	+	133.9	0.649	20.000000	23.0	3.0	7.68	1.99e-13	46.83	1.87e-30	0.96
17-630	17	40264605	40264679	+	133.9	0.962	20.000000	23.0	2.0	11.52	4.59e-17	17.70	4.63e-21	1.01
17-517	17	48434659	48434733	+	133.9	0.674	22.000000	23.0	3.0	7.68	1.99e-13	8.80	1.27e-14	0.91
17-565	17	56289724	56289798	+	133.9	0.571	21.000000	23.0	4.0	5.76	5.74e-11	5.76	5.69e-11	0.91
17-566	17	56763524	56763598	+	133.9	0.647	21.000000	23.0	3.0	7.68	1.99e-13	6.63	3.73e-12	0.96
17-567	17	56885041	56885115	+	133.9	0.732	21.000000	23.0	3.0	7.68	1.99e-13	7.37	4.58e-13	0.96
17-569	17	57119774	57119848	+	133.9	0.947	21.000000	23.0	5.0	4.61	3.77e-09	8.62	1.91e-14	0.96
17-794	17	63351811	63351885	+	133.9	0.757	18.000000	23.0	1.0	23.05	1.36e-23	7.95	1.00e-13	1.07
17-435	17	66285407	66285481	+	133.9	0.625	24.000000	24.0	3.0	8.02	2.46e-14	9.72	1.60e-15	0.87
17-648	17	66486756	66486830	+	133.9	0.558	20.000000	23.0	2.0	11.52	4.59e-17	4.41	8.38e-09	0.96
17-523	17	66683689	66683763	+	133.9	0.795	22.000000	23.0	3.0	7.68	1.99e-13	13.48	8.98e-18	0.97
17-574	17	74928229	74928303	+	133.9	0.519	21.000000	23.0	3.0	7.68	1.99e-13	9.06	6.93e-15	0.96
17-804	17	76500454	76500528	+	133.9	0.719	18.000000	23.0	0.5	46.09	2.67e-30	8.12	6.54e-14	1.07
17-478	17	80418696	80418770	+	133.9	0.689	23.000000	23.0	2.0	11.52	4.59e-17	10.63	1.11e-15	0.88
17-811	17	83536090	83536164	+	133.9	0.622	18.000000	23.0	3.0	7.68	1.99e-13	11.15	9.20e-17	1.07
17-718	17	84596650	84596724	+	133.9	0.545	19.000000	23.0	0.5	46.09	2.67e-30	8.93	9.39e-15	1.01
17-580	17	84848071	84848145	+	133.9	0.667	21.000000	23.0	1.0	23.05	1.36e-23	11.84	2.57e-17	0.91
17-583	17	85149459	85149533	+	133.9	0.614	21.000000	23.0	3.0	7.68	1.99e-13	9.22	4.78e-15	0.96
17-661	17	88159645	88159719	+	133.9	0.675	20.000000	23.0	2.0	11.52	4.59e-17	8.60	2.02e-14	0.96
17-588	17	90583924	90583998	+	133.9	0.659	21.000000	24.0	5.0	4.81	7.76e-10	6.79	2.31e-12	1.01
17-1232	17	94651509	94651583	+	133.9	0.511	15.000000	23.0	4.0	5.76	5.74e-11	4.25	1.67e-08	1.28
17-590	17	3551355	3551429	+	128.1	0.906	20.000000	22.0	1.0	22.05	3.13e-22	11.79	1.37e-16	0.92
17-536	17	6763793	6763867	+	128.1	0.778	21.000000	22.0	2.0	11.02	5.30e-16	8.13	2.17e-13	0.92
17-595	17	10332287	10332361	+	128.1	0.774	20.000000	22.0	0.5	44.09	1.23e-28	6.00	6.95e-11	0.92
17-597	17	12047726	12047800	+	128.1	0.705	20.000000	22.0	2.0	11.02	5.30e-16	7.91	3.71e-13	0.97
17-599	17	13683564	13683638	+	128.1	0.659	20.000000	22.0	5.0	4.41	1.76e-08	6.48	4.78e-11	0.93
17-674	17	15684909	15684983	+	128.1	0.763	19.000000	22.0	2.0	11.02	5.30e-16	7.41	1.32e-12	0.97
17-675	17	16005340	16005414	+	128.1	0.636	19.000000	22.0	4.0	5.51	3.34e-10	14.55	1.10e-17	0.98
17-544	17	17955343	17955417	+	128.1	0.969	21.000000	23.0	2.0	11.52	4.59e-17	21.25	7.09e-22	0.92
17-676	17	21375523	21375597	+	128.1	0.659	19.000000	22.0	4.0	5.51	3.34e-10	17.33	5.04e-20	0.97
17-604	17	22520297	22520371	+	128.1	0.659	20.000000	23.0	3.0	7.68	1.99e-13	10.14	2.80e-15	1.02
17-605	17	23362060	23362134	+	128.1	0.676	20.000000	22.0	0.5	44.09	1.23e-28	24.46	3.50e-23	0.97
17-608	17	23586266	23586340	+	128.1	0.565	20.000000	22.0	2.0	11.02	5.30e-16	9.67	7.21e-15	0.92
17-609	17	23969439	23969513	+	128.1	0.871	20.000000	22.0	3.0	7.35	1.54e-12	14.47	1.22e-17	0.93
17-612	17	25813673	25813747	+	128.1	0.650	20.000000	22.0	5.0	4.41	1.76e-08	11.34	1.39e-15	0.98
17-548	17	26110340	26110414	+	128.1	0.659	21.000000	22.0	2.0	11.02	5.30e-16	6.27	3.05e-11	0.92
17-616	17	28583831	28583905	+	128.1	0.738	20.000000	22.0	2.0	11.02	5.30e-16	7.03	3.56e-12	0.97
17-685	17	30045409	30045483	+	128.1	0.714	19.000000	22.0	3.0	7.35	1.54e-12	13.17	1.43e-17	0.97
17-618	17	31095038	31095112	+	128.1	0.960	20.000000	22.0	1.0	22.05	3.13e-22	13.49	4.83e-17	0.93
17-555	17	31452881	31452955	+	128.1	0.743	21.000000	23.0	3.0	7.68	1.99e-13	10.59	1.19e-15	0.97
17-759	17	32162704	32162778	+	128.1	0.737	18.000000	22.0	3.0	7.35	1.54e-12	7.12	2.82e-12	1.02
17-770	17	35708257	35708331	+	128.1	0.811	18.000000	22.0	4.0	5.51	3.34e-10	8.27	1.56e-13	1.08
17-510	17	36154600	36154674	+	128.1	0.737	22.000000	22.0	3.0	7.35	1.54e-12	12.34	5.46e-17	0.84
17-700	17	45979592	45979666	+	128.1	0.562	19.000000	23.0	5.0	4.61	3.77e-09	10.49	6.26e-15	1.04
17-560	17	46857690	46857764	+	128.1	0.721	21.000000	23.0	4.0	5.76	5.74e-11	5.31	6.50e-10	0.92
17-515	17	46904058	46904132	+	128.1	0.826	22.000000	22.0	5.0	4.41	1.76e-08	9.36	1.38e-14	0.88
17-516	17	46927126	46927200	+	128.1	0.744	22.000000	23.0	3.0	7.68	1.99e-13	8.88	3.93e-14	0.92
17-561	17	47864646	47864720	+	128.1	0.674	21.000000	23.0	4.0	5.76	5.74e-11	9.67	7.21e-15	0.92
17-564	17	49522603	49522677	+	128.1	0.719	21.000000	22.0	2.0	11.02	5.30e-16	22.06	3.10e-22	0.88
17-471	17	53595845	53595919	+	128.1	0.852	23.000000	23.0	5.0	4.61	3.77e-09	7.33	1.60e-12	0.88
17-706	17	53679102	53679176	+	128.1	0.630	19.000000	23.0	4.0	5.76	5.74e-11	8.54	8.42e-14	1.02
17-639	17	56036812	56036886	+	128.1	0.684	20.000000	22.0	2.0	11.02	5.30e-16	7.50	1.03e-12	0.97
17-571	17	60119164	60119238	+	128.1	0.605	21.000000	22.0	0.5	44.09	1.23e-28	20.80	1.12e-21	0.88
17-793	17	63145495	63145569	+	128.1	0.667	18.000000	22.0	3.0	7.35	1.54e-12	10.43	1.59e-15	1.08
17-708	17	64950905	64950979	+	128.1	0.684	19.000000	22.0	2.0	11.02	5.30e-16	14.00	4.15e-18	1.02
17-710	17	69279764	69279838	+	128.1	0.467	19.000000	22.0	1.0	22.05	3.13e-22	4.45	3.18e-08	0.98
17-573	17	69357768	69357842	+	128.1	0.615	21.000000	23.0	3.0	7.68	1.99e-13	14.34	2.52e-18	0.92
17-525	17	74573436	74573510	+	128.1	0.581	22.000000	22.0	1.0	22.05	3.13e-22	12.03	9.08e-17	0.88
17-652	17	76083679	76083753	+	128.1	0.480	20.000000	22.0	4.0	5.51	3.34e-10	13.30	3.44e-16	0.89
17-480	17	80497438	80497512	+	128.1	0.536	23.000000	22.0	4.0	5.51	3.34e-10	4.84	3.39e-09	0.84
17-654	17	80500280	80500354	+	128.1	0.727	20.000000	22.0	4.0	5.51	3.34e-10	4.99	1.97e-09	0.92
17-717	17	82348811	82348885	+	128.1	0.703	19.000000	23.0	1.0	23.05	1.36e-23	14.41	2.28e-18	1.02
17-657	17	83954568	83954642	+	128.1	0.660	20.000000	23.0	2.0	11.52	4.59e-17	6.57	1.28e-11	0.97
17-579	17	84363683	84363757	+	128.1	0.707	21.000000	22.0	3.0	7.35	1.54e-12	7.81	4.81e-13	0.92
17-487	17	89272445	89272519	+	128.1	0.841	23.000000	22.0	1.0	22.05	3.13e-22	14.06	3.76e-18	0.92
17-816	17	90031850	90031924	+	128.1	0.738	18.000000	22.0	0.5	44.09	1.23e-28	20.36	1.74e-21	1.08
17-587	17	90378048	90378122	+	128.1	0.600	21.000000	22.0	2.0	11.02	5.30e-16	14.70	1.51e-18	0.88
17-721	17	90743801	90743875	+	128.1	0.825	19.000000	22.0	0.5	44.09	1.23e-28	13.17	1.43e-17	0.97
17-589	17	91136003	91136077	+	128.1	0.744	21.000000	22.0	1.0	22.05	3.13e-22	16.83	9.27e-20	0.92
17-592	17	5416631	5416705	+	122.3	0.643	20.000000	21.0	4.0	5.26	1.86e-09	9.08	9.56e-14	0.93
17-668	17	6892423	6892497	+	122.3	0.625	19.000000	21.0	5.0	4.21	7.84e-08	13.62	3.99e-17	0.98
17-669	17	8372804	8372878	+	122.3	0.692	19.000000	21.0	3.0	7.01	1.14e-11	7.96	1.11e-12	0.93
17-670	17	9905992	9906066	+	122.3	0.767	19.000000	22.0	1.0	22.05	3.13e-22	8.66	2.35e-13	0.98
17-671	17	10356505	10356579	+	122.3	0.542	19.000000	21.0	4.0	5.26	1.86e-09	10.11	1.27e-14	0.93
17-539	17	12308885	12308959	+	122.3	0.806	21.000000	21.0	4.0	5.26	1.86e-09	15.27	4.25e-18	0.93
17-607	17	23548782	23548856	+	122.3	0.818	20.000000	22.0	4.0	5.51	3.34e-10	4.44	6.81e-08	0.94
17-677	17	24528077	24528151	+	122.3	0.630	19.000000	21.0	3.0	7.01	1.14e-11	5.13	6.73e-09	0.94
17-748	17	25792413	25792487	+	122.3	0.697	18.000000	22.0	5.0	4.41	1.76e-08	8.47	3.51e-13	1.04
17-751	17	26375402	26375476	+	122.3	0.771	18.000000	21.0	2.0	10.52	5.87e-15	15.97	1.75e-18	1.04
17-679	17	26508594	26508668	+	122.3	0.722	19.000000	22.0	3.0	7.35	1.54e-12	4.40	3.72e-08	0.98
17-680	17	27636807	27636881	+	122.3	0.706	19.000000	21.0	2.0	10.52	5.87e-15	6.55	3.87e-11	1.04
17-681	17	28029535	28029609	+	122.3	0.718	19.000000	21.0	3.0	7.01	1.14e-11	12.08	4.11e-16	0.93
17-553	17	29213579	29213653	+	122.3	0.659	21.000000	21.0	2.0	10.52	5.87e-15	8.20	6.48e-13	0.88
17-757	17	31435110	31435184	+	122.3	0.700	18.000000	21.0	2.0	10.52	5.87e-15	6.52	4.21e-11	0.98
17-622	17	33915983	33916057	+	122.3	0.580	20.000000	21.0	4.0	5.26	1.86e-09	5.58	6.68e-10	0.98
17-689	17	33951556	33951630	+	122.3	0.521	19.000000	22.0	5.0	4.41	1.76e-08	4.66	1.44e-08	0.98
17-693	17	35578387	35578461	+	122.3	0.727	19.000000	21.0	2.0	10.52	5.87e-15	9.75	2.50e-14	0.98
17-557	17	37072711	37072785	+	122.3	0.628	21.000000	21.0	5.0	4.21	7.84e-08	5.98	2.00e-10	0.93
17-631	17	40854441	40854515	+	122.3	0.821	20.000000	21.0	2.0	10.52	5.87e-15	13.93	1.45e-16	0.94
17-777	17	45478629	45478703	+	122.3	0.763	18.000000	22.0	4.0	5.51	3.34e-10	5.54	7.68e-10	1.10
17-699	17	45506789	45506863	+	122.3	0.574	19.000000	21.0	3.0	7.01	1.14e-11	8.91	1.38e-13	0.98
17-779	17	45873239	45873313	+	122.3	0.500	18.000000	21.0	4.0	5.26	1.86e-09	8.85	1.55e-13	1.04
17-703	17	47406211	47406285	+	122.3	0.926	19.000000	21.0	0.5	42.09	5.43e-27	9.52	3.95e-14	0.98
17-889	17	47436491	47436565	+	122.3	0.703	17.000000	22.0	0.5	44.09	1.23e-28	7.39	1.39e-11	1.06
17-1384	17	47739594	47739668	+	122.3	0.564	14.000000	21.0	4.0	5.26	1.86e-09	5.49	8.82e-10	1.26
17-633	17	48670575	48670649	+	122.3	0.512	20.000000	21.0	2.0	10.52	5.87e-15	10.72	1.84e-14	0.89
17-563	17	48680599	48680673	+	122.3	0.625	21.000000	21.0	3.0	7.01	1.14e-11	12.81	1.33e-16	0.88
17-785	17	50783498	50783572	+	122.3	0.524	18.000000	21.0	1.0	21.04	6.91e-21	11.68	7.95e-16	0.98
17-643	17	57247812	57247886	+	122.3	0.714	20.000000	21.0	4.0	5.26	1.86e-09	6.35	1.93e-10	0.94
17-645	17	65536339	65536413	+	122.3	0.727	20.000000	21.0	5.0	4.21	7.84e-08	11.21	1.76e-15	0.93
17-646	17	65776315	65776389	+	122.3	0.535	20.000000	21.0	1.0	21.04	6.91e-21	6.12	1.31e-10	0.93
17-709	17	65782877	65782951	+	122.3	0.862	19.000000	21.0	0.5	42.09	5.43e-27	6.60	3.41e-11	0.93
17-575	17	75089495	75089569	+	122.3	0.853	21.000000	21.0	0.5	42.09	5.43e-27	7.61	8.47e-12	0.84
17-715	17	79377054	79377128	+	122.3	0.578	19.000000	21.0	3.0	7.01	1.14e-11	10.03	1.45e-14	1.04
17-808	17	80490450	80490524	+	122.3	0.774	18.000000	21.0	0.5	42.09	5.43e-27	10.73	4.04e-15	0.98
17-655	17	83467233	83467307	+	122.3	0.436	20.000000	21.0	1.0	21.04	6.91e-21	5.04	3.83e-09	0.93
17-926	17	83698825	83698899	+	122.3	0.714	17.000000	21.0	2.0	10.52	5.87e-15	7.85	1.44e-12	1.04
17-658	17	84736800	84736874	+	122.3	0.449	20.000000	21.0	2.0	10.52	5.87e-15	11.73	7.33e-16	0.93
17-581	17	84957006	84957080	+	122.3	0.556	21.000000	22.0	4.0	5.51	3.34e-10	5.64	5.60e-10	0.93
17-530	17	85023678	85023752	+	122.3	0.590	22.000000	21.0	1.0	21.04	6.91e-21	7.66	2.30e-12	0.84
17-584	17	87321810	87321884	+	122.3	0.535	21.000000	21.0	3.0	7.01	1.14e-11	13.36	5.83e-17	0.93
17-934	17	87635767	87635841	+	122.3	0.788	17.000000	21.0	3.0	7.01	1.14e-11	6.32	7.51e-11	1.04
17-822	17	5322839	5322913	+	116.4	0.794	17.000000	20.0	2.0	10.02	6.21e-14	8.38	1.55e-12	1.06
17-726	17	5713143	5713217	+	116.4	0.615	18.000000	20.0	1.0	20.04	1.45e-19	14.31	8.84e-17	0.94
17-537	17	7534569	7534643	+	116.4	0.561	21.000000	22.0	3.0	7.35	1.54e-12	5.14	6.52e-09	0.89
17-824	17	9631221	9631295	+	116.4	0.615	17.000000	20.0	4.0	5.01	9.87e-09	11.92	2.60e-15	1.13
17-596	17	11532878	11532952	+	116.4	0.512	20.000000	20.0	3.0	6.68	8.03e-11	5.38	3.08e-09	0.84
17-736	17	14199817	14199891	+	116.4	0.550	18.000000	20.0	0.5	40.08	2.28e-25	8.76	6.91e-13	0.94
17-602	17	21008942	21009016	+	116.4	0.891	20.000000	20.0	2.0	10.02	6.21e-14	9.77	9.88e-14	0.94
17-545	17	23758968	23759042	+	116.4	0.521	21.000000	20.0	4.0	5.01	9.87e-09	9.06	3.78e-13	0.99
17-960	17	23786149	23786223	+	116.4	0.551	16.000000	20.0	3.0	6.68	8.03e-11	5.39	2.98e-09	1.13
17-845	17	27033037	27033111	+	116.4	0.875	17.000000	20.0	3.0	6.68	8.03e-11	7.92	4.12e-12	1.06
17-755	17	29454285	29454359	+	116.4	0.636	18.000000	20.0	3.0	6.68	8.03e-11	4.02	6.15e-07	0.95
17-684	17	29490270	29490344	+	116.4	0.667	19.000000	20.0	1.0	20.04	1.45e-19	4.00	3.40e-07	0.99
17-686	17	31330729	31330803	+	116.4	0.568	19.000000	20.0	4.0	5.01	9.87e-09	5.78	9.38e-10	0.89
17-687	17	31841347	31841421	+	116.4	0.553	19.000000	20.0	1.0	20.04	1.45e-19	7.33	1.61e-11	0.89
17-688	17	32059256	32059330	+	116.4	0.853	19.000000	20.0	3.0	6.68	8.03e-11	9.03	4.02e-13	0.94
17-690	17	34119281	34119355	+	116.4	0.714	19.000000	20.0	5.0	4.01	3.35e-07	4.11	2.28e-07	0.94
17-558	17	44776832	44776906	+	116.4	0.800	21.000000	20.0	5.0	4.01	3.35e-07	9.19	2.95e-13	0.84
17-559	17	45153861	45153935	+	116.4	0.774	21.000000	20.0	1.0	20.04	1.45e-19	11.82	3.07e-15	0.89
17-780	17	46793153	46793227	+	116.4	0.468	18.000000	20.0	3.0	6.68	8.03e-11	5.83	8.10e-10	0.99
17-888	17	46799800	46799874	+	116.4	0.500	17.000000	20.0	2.0	10.02	6.21e-14	5.51	2.05e-09	0.99
17-782	17	48110728	48110802	+	116.4	0.765	18.000000	20.0	3.0	6.68	8.03e-11	9.66	1.21e-13	0.99
17-1015	17	48674655	48674729	+	116.4	0.812	16.000000	20.0	3.0	6.68	8.03e-11	9.02	5.94e-12	1.02
17-786	17	51811607	51811681	+	116.4	0.600	18.000000	21.0	3.0	7.01	1.14e-11	9.00	4.27e-13	0.99
17-1023	17	55218599	55218673	+	116.4	0.526	16.000000	20.0	3.0	6.68	8.03e-11	15.85	1.30e-17	1.06
17-640	17	56614693	56614767	+	116.4	0.647	20.000000	21.0	3.0	7.01	1.14e-11	5.13	6.73e-09	0.89
17-644	17	57576411	57576485	+	116.4	0.618	20.000000	20.0	1.0	20.04	1.45e-19	14.29	5.25e-16	0.89
17-570	17	58775619	58775693	+	116.4	0.697	21.000000	21.0	4.0	5.26	1.86e-09	16.04	1.04e-17	0.89
17-905	17	64534435	64534509	+	116.4	0.615	17.000000	21.0	2.0	10.52	5.87e-15	8.82	6.13e-13	1.06
17-796	17	64749209	64749283	+	116.4	0.510	18.000000	20.0	5.0	4.01	3.35e-07	9.23	4.10e-12	0.90
17-712	17	72557325	72557399	+	116.4	0.565	19.000000	20.0	1.0	20.04	1.45e-19	12.43	1.21e-15	0.89
17-801	17	74928024	74928098	+	116.4	0.636	18.000000	20.0	4.0	5.01	9.87e-09	7.78	5.63e-12	0.94
17-802	17	74960003	74960077	+	116.4	0.743	18.000000	20.0	2.0	10.02	6.21e-14	10.63	2.13e-14	0.99
17-651	17	74967487	74967561	+	116.4	0.676	20.000000	20.0	5.0	4.01	3.35e-07	10.63	2.13e-14	0.84
17-806	17	80441950	80442024	+	116.4	0.568	18.000000	21.0	2.0	10.52	5.87e-15	8.46	1.31e-12	0.99
17-578	17	84331427	84331501	+	116.4	0.657	21.000000	20.0	3.0	6.68	8.03e-11	9.99	6.59e-14	0.89
17-586	17	87639523	87639597	+	116.4	0.755	21.000000	20.0	1.0	20.04	1.45e-19	5.78	9.38e-10	0.84
17-814	17	88256510	88256584	+	116.4	0.676	18.000000	21.0	3.0	7.01	1.14e-11	4.87	1.54e-08	0.99
17-725	17	5490535	5490609	+	110.6	0.583	18.000000	19.0	2.0	9.52	6.25e-13	7.62	2.69e-11	0.95
17-1073	17	6766111	6766185	+	110.6	0.686	15.000000	20.0	3.0	6.68	8.03e-11	7.53	3.28e-11	1.15
17-1239	17	6857431	6857505	+	110.6	0.629	14.000000	19.0	0.5	38.08	9.15e-24	4.84	3.93e-08	1.24
17-1074	17	7240667	7240741	+	110.6	0.600	15.000000	19.0	1.0	19.04	2.91e-18	9.16	4.64e-12	1.09
17-947	17	10500829	10500903	+	110.6	0.677	16.000000	19.0	2.0	9.52	6.25e-13	10.09	9.64e-13	1.09
17-832	17	16374632	16374706	+	110.6	0.826	17.000000	19.0	3.0	6.35	5.41e-10	9.49	6.62e-13	0.95
17-835	17	17449082	17449156	+	110.6	0.538	17.000000	19.0	4.0	4.76	5.00e-08	6.81	1.70e-10	0.95
17-741	17	17603786	17603860	+	110.6	0.743	18.000000	20.0	2.0	10.02	6.21e-14	10.02	2.61e-13	0.95
17-840	17	24073556	24073630	+	110.6	0.641	17.000000	19.0	4.0	4.76	5.00e-08	8.30	6.44e-12	1.01
17-842	17	24794682	24794756	+	110.6	0.579	17.000000	19.0	2.0	9.52	6.25e-13	8.79	2.43e-12	0.95
17-964	17	26007803	26007877	+	110.6	0.742	16.000000	19.0	3.0	6.35	5.41e-10	6.78	1.64e-09	0.97
17-967	17	28079584	28079658	+	110.6	0.611	16.000000	19.0	0.5	38.08	9.15e-24	5.05	2.02e-08	1.01
17-971	17	29095607	29095681	+	110.6	0.636	16.000000	19.0	3.0	6.35	5.41e-10	6.37	5.15e-10	1.01
17-854	17	30034163	30034237	+	110.6	0.667	17.000000	20.0	1.0	20.04	1.45e-19	11.33	3.11e-14	1.01
17-856	17	30826060	30826134	+	110.6	0.756	17.000000	19.0	2.0	9.52	6.25e-13	8.98	1.69e-12	0.95
17-756	17	31033324	31033398	+	110.6	0.632	18.000000	19.0	3.0	6.35	5.41e-10	8.95	6.71e-12	0.96
17-762	17	34122099	34122173	+	110.6	0.639	18.000000	19.0	4.0	4.76	5.00e-08	4.14	4.01e-07	0.89
17-765	17	35165556	35165630	+	110.6	0.591	18.000000	19.0	3.0	6.35	5.41e-10	5.59	4.14e-09	0.89
17-868	17	35258247	35258321	+	110.6	0.550	17.000000	20.0	5.0	4.01	3.35e-07	7.16	7.47e-11	1.01
17-869	17	35698258	35698332	+	110.6	0.581	17.000000	19.0	4.0	4.76	5.00e-08	5.50	5.29e-09	0.95
17-870	17	35727994	35728068	+	110.6	0.718	17.000000	19.0	3.0	6.35	5.41e-10	7.62	2.69e-11	1.01
17-775	17	37072509	37072583	+	110.6	0.500	18.000000	19.0	2.0	9.52	6.25e-13	5.12	3.80e-08	0.90
17-776	17	43036107	43036181	+	110.6	0.561	18.000000	19.0	4.0	4.76	5.00e-08	8.33	6.09e-12	0.95
17-701	17	46409270	46409344	+	110.6	0.733	19.000000	21.0	4.0	5.26	1.86e-09	13.38	9.09e-15	0.85
17-781	17	48002087	48002161	+	110.6	0.610	18.000000	20.0	4.0	5.01	9.87e-09	7.44	4.00e-11	0.95
17-1166	17	48973551	48973625	+	110.6	0.575	15.000000	19.0	2.0	9.52	6.25e-13	12.39	6.52e-15	1.15
17-894	17	49040652	49040726	+	110.6	0.553	17.000000	19.0	1.0	19.04	2.91e-18	11.64	1.93e-14	0.95
17-783	17	50407598	50407672	+	110.6	0.724	18.000000	19.0	1.0	19.04	2.91e-18	16.99	2.38e-17	0.89
17-784	17	50724927	50725001	+	110.6	0.657	18.000000	19.0	1.0	19.04	2.91e-18	13.37	1.69e-15	0.89
17-1018	17	52601216	52601290	+	110.6	0.667	16.000000	19.0	4.0	4.76	5.00e-08	7.15	2.38e-10	1.02
17-897	17	53456162	53456236	+	110.6	0.610	17.000000	19.0	1.0	19.04	2.91e-18	8.27	6.80e-12	1.01
17-635	17	54011405	54011479	+	110.6	0.733	20.000000	20.0	2.0	10.02	6.21e-14	11.75	1.64e-14	0.85
17-637	17	54175903	54175977	+	110.6	0.958	20.000000	19.0	1.0	19.04	2.91e-18	16.65	3.42e-17	0.85
17-789	17	55186415	55186489	+	110.6	0.420	18.000000	19.0	2.0	9.52	6.25e-13	16.01	6.86e-17	0.95
17-790	17	56669015	56669089	+	110.6	0.714	18.000000	20.0	4.0	5.01	9.87e-09	6.51	3.54e-10	1.01
17-707	17	57996639	57996713	+	110.6	0.487	19.000000	19.0	1.0	19.04	2.91e-18	12.34	3.51e-14	0.85
17-791	17	58948230	58948304	+	110.6	0.767	18.000000	19.0	3.0	6.35	5.41e-10	11.17	3.93e-14	0.89
17-901	17	63145347	63145421	+	110.6	0.468	17.000000	19.0	4.0	4.76	5.00e-08	9.18	1.17e-12	0.95
